	first_seq	num_seqs	last_seq
Venezuela	2021-01-01	173	2022-01-17
Union of the Comoros	2021-01-05	1	2021-01-05
Guatemala	2021-01-05	46	2022-01-10
Ghana	2021-01-06	93	2022-01-05
Cabo Verde	2021-01-08	71	2021-08-28
Equatorial Guinea	2021-01-12	28	2021-04-01
North Macedonia	2021-01-12	6	2021-04-11
Croatia	2021-01-16	82	2023-04-09
Guadeloupe	2021-01-19	7	2021-08-19
Belize	2021-01-20	22	2021-08-09
Cameroon	2021-01-21	6	2021-09-16
Tanzania	2021-01-23	9	2021-04-26
Gambia	2021-01-25	20	2021-04-24
Paraguay	2021-01-25	330	2021-12-21
Angola	2021-01-28	32	2021-07-08
Guinea-Bissau	2021-01-29	2	2021-02-05
Benin	2021-01-31	19	2021-07-15
Oman	2021-02-05	6	2021-04-23
Seychelles	2021-02-05	23	2021-12-02
Bolivia	2021-02-07	76	2021-12-06
Honduras	2021-02-10	10	2021-08-30
Uganda	2021-02-10	13	2021-11-29
Costa Rica	2021-02-10	80	2022-03-02
Central African Republic	2021-02-11	2	2021-03-09
Bonaire	2021-02-13	2	2021-07-07
Aruba	2021-02-15	124	2021-12-14
Panama	2021-02-17	212	2021-11-14
Sri Lanka	2021-02-17	7	2021-12-09
Monaco	2021-02-22	2	2021-08-25
Suriname	2021-02-22	371	2021-10-21
Ethiopia	2021-02-23	3	2021-08-09
Libya	2021-02-25	10	2021-02-25
Somalia	2021-02-28	4	2021-02-28
Jordan	2021-03-01	14	2021-09-26
Bosnia and Herzegovina	2021-03-07	2	2021-07-05
Gabon	2021-03-08	2	2021-04-11
Dominican Republic	2021-03-11	59	2024-02-06
Namibia	2021-03-17	20	2021-06-17
Papua New Guinea	2021-03-23	3	2021-10-14
Bhutan	2021-03-31	3	2021-03-31
South Sudan	2021-03-31	2	2021-04-03
Bahrain	2021-04-04	30	2023-09-01
Mali	2021-04-05	4	2022-01-01
Liberia	2021-04-08	3	2021-05-20
Trinidad and Tobago	2021-04-17	562	2024-01-20
Malta	2021-04-18	32	2022-01-05
Algeria	2021-04-19	6	2021-12-26
Nicaragua	2021-04-20	70	2021-10-11
Curacao	2021-04-24	16	2021-10-19
Antigua and Barbuda	2021-04-24	4	2021-12-17
El Salvador	2021-05-01	5	2021-07-22
Kyrgyzstan	2021-05-04	16	2021-07-16
Haiti	2021-05-12	180	2021-10-21
Nepal	2021-05-17	6	2021-12-08
Saudi Arabia	2021-05-20	7	2021-12-07
Burundi	2021-05-27	5	2021-05-31
Democratic Republic of the Congo	2021-06-13	6	2021-07-21
Timor-Leste	2021-06-14	1	2021-06-14
Barbados	2021-07-04	1	2021-07-04
French Guiana	2021-07-22	1	2021-07-22
Bahamas	2021-07-22	2	2021-08-10
Morocco	2021-07-22	2	2021-12-14
Montenegro	2021-07-27	3	2021-08-01
Sint Maarten	2021-08-04	1	2021-08-04
Saint Vincent and the Grenadines	2021-09-02	27	2021-10-19
Guyana	2021-09-07	2	2021-09-07
Vietnam	2021-09-19	8	2023-08-09
Republic of the Congo	2021-09-29	1	2021-09-29
Sudan	2021-10-05	3	2021-11-30
Liechtenstein	2021-10-07	1	2021-10-07
Vanuatu	2021-10-24	1	2021-10-24
Ukraine	2021-10-25	3	2023-10-11
Kosovo	2021-10-26	3	2021-11-24
Cambodia	2021-10-30	1	2021-10-30
Laos	2021-11-24	1	2021-11-24
Brunei	2021-11-27	10	2022-09-24
Egypt	2021-12-01	4	2022-03-13
Jamaica	2021-12-08	5	2022-02-22
Albania	2021-12-14	4	2022-02-15
Maldives	2022-01-02	2	2022-01-17
Kazakhstan	2022-01-05	3	2022-02-04
Micronesia	2023-04-18	1	2023-04-18
