	first_seq	num_seqs	last_seq
Bangladesh	2022-05-24	308	2022-10-04
Montenegro	2022-05-26	114	2022-08-12
Kazakhstan	2022-05-26	218	2022-10-22
Vietnam	2022-05-26	1303	2022-11-01
Kuwait	2022-05-26	122	2022-11-06
Bermuda	2022-05-29	45	2022-09-29
Tunisia	2022-05-30	98	2022-08-01
Micronesia	2022-05-30	45	2022-10-02
Andorra	2022-05-30	65	2022-10-10
Qatar	2022-05-30	188	2022-10-23
Guadeloupe	2022-05-30	99	2022-11-21
Republic of the Congo	2022-05-31	8	2022-10-04
Nigeria	2022-05-31	174	2022-10-12
Zimbabwe	2022-06-01	2	2022-06-20
Georgia	2022-06-01	449	2022-10-23
Bonaire	2022-06-01	269	2022-11-07
Guatemala	2022-06-01	503	2022-11-14
Serbia	2022-06-02	554	2022-09-30
Egypt	2022-06-02	105	2022-10-20
Seychelles	2022-06-03	41	2022-09-30
Curacao	2022-06-03	275	2022-11-05
Iran	2022-06-04	291	2022-09-03
Uganda	2022-06-06	51	2022-11-14
Ecuador	2022-06-06	1380	2022-11-15
Mozambique	2022-06-07	17	2022-09-08
Saint Martin	2022-06-07	15	2022-10-24
Saint Lucia	2022-06-10	36	2022-09-12
Iraq	2022-06-10	8	2022-11-11
Algeria	2022-06-12	220	2022-11-15
Malawi	2022-06-13	10	2022-07-27
Laos	2022-06-15	59	2022-09-26
Bosnia and Herzegovina	2022-06-17	11	2022-07-04
Cambodia	2022-06-18	357	2022-11-03
Palau	2022-06-19	15	2022-10-06
Kosovo	2022-06-20	244	2022-09-06
Ukraine	2022-06-20	431	2022-10-12
Dominican Republic	2022-06-20	163	2022-11-18
Taiwan	2022-06-20	33	2022-11-22
Moldova	2022-06-21	41	2022-09-10
Barbados	2022-06-22	50	2022-09-08
Trinidad and Tobago	2022-06-22	643	2022-11-14
Hungary	2022-06-23	37	2022-10-19
Oman	2022-06-26	2	2022-06-27
Côte d'Ivoire	2022-06-26	59	2022-11-06
Belize	2022-06-27	60	2022-08-18
Sri Lanka	2022-06-27	84	2022-11-07
Mongolia	2022-06-27	169	2022-11-09
Gabon	2022-06-29	2	2022-06-29
Marshall Islands	2022-07-02	18	2022-07-29
North Macedonia	2022-07-02	81	2022-10-25
Nepal	2022-07-03	21	2022-08-18
El Salvador	2022-07-09	68	2022-07-25
United Arab Emirates	2022-07-10	1	2022-07-10
China	2022-07-10	382	2022-08-18
Kiribati	2022-07-14	68	2022-08-11
Uzbekistan	2022-07-18	34	2022-08-15
Cameroon	2022-07-18	29	2022-09-29
Myanmar	2022-07-20	10	2022-07-29
Vanuatu	2022-07-22	14	2022-09-03
Nicaragua	2022-08-01	27	2022-08-25
Syria	2022-08-01	15	2022-08-25
Guinea	2022-08-08	45	2022-10-13
Mali	2022-09-01	26	2022-09-10
Puerto Rico	2022-09-06	5	2022-09-09
Crimea	2022-10-20	6	2022-11-11
