	first_seq	num_seqs	last_seq
Cabo Verde	2022-05-21	131	2022-11-16
Argentina	2022-05-21	784	2022-12-17
Libya	2022-05-22	14	2022-07-12
Paraguay	2022-05-24	676	2022-09-08
Bangladesh	2022-05-24	308	2022-10-04
Montenegro	2022-05-26	114	2022-08-12
Kazakhstan	2022-05-26	218	2022-10-22
Vietnam	2022-05-26	1342	2022-11-01
Kuwait	2022-05-26	122	2022-11-06
Bermuda	2022-05-29	45	2022-09-29
Tunisia	2022-05-30	98	2022-08-01
Micronesia	2022-05-30	45	2022-10-02
Qatar	2022-05-30	636	2022-10-23
Andorra	2022-05-30	91	2022-11-21
Guadeloupe	2022-05-30	108	2022-11-29
Republic of the Congo	2022-05-31	8	2022-10-04
Nigeria	2022-05-31	174	2022-10-12
Zimbabwe	2022-06-01	2	2022-06-20
Georgia	2022-06-01	499	2022-11-24
Bonaire	2022-06-01	287	2022-11-28
Guatemala	2022-06-01	617	2022-11-30
Serbia	2022-06-02	554	2022-09-30
Egypt	2022-06-02	105	2022-10-20
Seychelles	2022-06-03	41	2022-09-30
Curacao	2022-06-03	284	2022-11-18
Iran	2022-06-04	291	2022-09-03
Uganda	2022-06-06	51	2022-11-14
Ecuador	2022-06-06	1454	2022-12-15
Saint Martin	2022-06-07	15	2022-10-24
Mozambique	2022-06-07	26	2022-11-25
Iraq	2022-06-10	8	2022-11-11
Saint Lucia	2022-06-10	65	2022-11-17
Algeria	2022-06-12	273	2022-12-07
Malawi	2022-06-13	10	2022-07-27
Laos	2022-06-15	93	2022-11-14
Bosnia and Herzegovina	2022-06-17	11	2022-07-04
Cambodia	2022-06-18	374	2022-12-14
Palau	2022-06-19	15	2022-10-06
Kosovo	2022-06-20	244	2022-09-06
Ukraine	2022-06-20	464	2022-12-05
Dominican Republic	2022-06-20	186	2022-12-09
Taiwan	2022-06-20	51	2022-12-19
Moldova	2022-06-21	92	2022-12-10
Barbados	2022-06-22	58	2022-10-17
Trinidad and Tobago	2022-06-22	724	2022-12-14
Hungary	2022-06-23	77	2022-11-16
Oman	2022-06-26	2	2022-06-27
Côte d'Ivoire	2022-06-26	59	2022-11-06
Belize	2022-06-27	60	2022-08-18
Sri Lanka	2022-06-27	84	2022-11-07
Mongolia	2022-06-27	170	2022-11-09
Gabon	2022-06-29	2	2022-06-29
China	2022-07-01	392	2022-12-09
Marshall Islands	2022-07-02	18	2022-07-29
North Macedonia	2022-07-02	106	2022-11-24
Nepal	2022-07-03	21	2022-08-18
Solomon Islands	2022-07-08	29	2022-11-29
El Salvador	2022-07-09	68	2022-07-25
United Arab Emirates	2022-07-10	1	2022-07-10
Kiribati	2022-07-14	68	2022-08-11
Uzbekistan	2022-07-18	34	2022-08-15
Cameroon	2022-07-18	29	2022-09-29
Myanmar	2022-07-20	10	2022-07-29
Vanuatu	2022-07-22	14	2022-09-03
Nicaragua	2022-08-01	27	2022-08-25
Syria	2022-08-01	15	2022-08-25
Guinea	2022-08-08	45	2022-10-13
Mali	2022-09-01	26	2022-09-10
Puerto Rico	2022-09-06	5	2022-09-09
Saint Vincent and the Grenadines	2022-10-17	8	2022-11-23
Crimea	2022-10-20	6	2022-11-11
Lithuania	2022-11-03	159	2022-11-21
