	first_seq	num_seqs	last_seq
Monaco	2021-02-22	1	2021-02-22
Guadeloupe	2021-02-23	8	2021-05-25
Iraq	2021-02-26	2	2022-01-02
Iceland	2021-02-28	18	2021-07-19
Somalia	2021-02-28	4	2021-02-28
Jamaica	2021-03-01	41	2021-08-12
Lithuania	2021-03-02	278	2022-01-04
Morocco	2021-03-02	6	2021-12-29
Niger	2021-03-03	32	2021-07-01
Tunisia	2021-03-05	4	2021-05-28
Curacao	2021-03-06	39	2021-08-04
Sudan	2021-03-07	29	2021-03-29
North Macedonia	2021-03-10	1	2021-03-10
Liberia	2021-03-10	16	2021-05-29
Djibouti	2021-03-15	96	2021-05-20
Namibia	2021-03-17	49	2021-06-17
Malta	2021-04-01	48	2021-07-26
Iran	2021-04-03	6	2021-07-01
Cambodia	2021-04-05	173	2022-01-17
Bahamas	2021-04-06	2	2021-07-22
Afghanistan	2021-04-07	1	2021-04-07
Liechtenstein	2021-04-08	23	2021-12-22
Saudi Arabia	2021-04-13	20	2021-09-06
Bulgaria	2021-04-15	12	2021-10-26
Nicaragua	2021-04-20	49	2021-08-23
Nepal	2021-04-29	7	2021-11-30
El Salvador	2021-05-01	1	2021-05-01
Serbia	2021-05-02	3	2021-11-07
Moldova	2021-05-04	1	2021-05-04
Bonaire	2021-05-07	11	2021-09-24
Belize	2021-05-07	22	2021-08-09
Haiti	2021-05-07	46	2021-08-07
Republic of the Congo	2021-05-14	104	2021-07-28
Honduras	2021-05-19	6	2021-06-15
Barbados	2021-05-22	6	2021-07-22
Myanmar	2021-05-26	4	2021-06-02
Burundi	2021-05-27	5	2021-05-31
Bosnia and Herzegovina	2021-06-04	7	2021-10-12
Mongolia	2021-07-02	22	2021-08-28
Kyrgyzstan	2021-07-07	1	2021-07-07
Algeria	2021-07-08	3	2021-07-14
Andorra	2021-07-15	2	2021-07-19
Saint Vincent and the Grenadines	2021-07-19	67	2021-12-17
Montenegro	2021-07-27	4	2021-10-22
Kosovo	2021-09-18	7	2021-10-28
Saint Barthélemy	2021-10-29	1	2021-10-29
Chad	2021-11-05	3	2021-11-09
Maldives	2021-12-01	1	2021-12-01
Vietnam	2022-01-01	2	2022-01-01
