


## 20I (Alpha, V1)
	first_seq	num_seqs	last_seq
Suriname	2021-03-19	5	2021-03-31
Benin	2021-03-23	4	2021-05-23
Romania	2021-03-24	8	2021-05-26
Taiwan	2021-03-24	5	2021-04-26
Sint Maarten	2021-03-24	1	2021-03-24
South Sudan	2021-03-31	3	2021-04-29
Liberia	2021-03-31	6	2021-05-20
Iran	2021-04-03	3	2021-05-08
Mexico	2021-04-03	19	2021-05-16
Bahrain	2021-04-04	12	2021-06-18
Chile	2021-04-06	4	2021-06-23
Malta	2021-04-09	3	2021-06-01
Saudi Arabia	2021-04-15	15	2021-07-17
Guatemala	2021-04-19	1	2021-04-19
Antigua and Barbuda	2021-04-20	2	2021-04-24
Tunisia	2021-04-20	5	2021-05-28
Argentina	2021-04-24	1	2021-04-24
Nicaragua	2021-05-02	1	2021-05-02
Niger	2021-05-03	1	2021-05-03
Georgia	2021-05-23	1	2021-05-23
Burundi	2021-05-27	5	2021-05-31
Cambodia	2021-05-31	1	2021-05-31
Bulgaria	2021-06-09	3	2021-07-01
Morocco	2021-06-17	1	2021-06-17
Kyrgyzstan	2021-07-07	1	2021-07-07
Andorra	2021-07-15	2	2021-07-19


## 20J (Gamma, V3)
	first_seq	num_seqs	last_seq
Brazil	2020-10-26	47954	2021-12-30
Canada	2020-12-04	13318	2021-11-24
Peru	2020-12-17	2068	2022-01-10
Venezuela	2021-01-01	56	2021-11-14
Japan	2021-01-02	121	2021-10-05
Colombia	2021-01-04	876	2021-12-01
Italy	2021-01-04	2467	2021-10-17
Chile	2021-01-08	4321	2021-12-28
USA	2021-01-09	29794	2022-01-05
South Korea	2021-01-10	16	2021-08-20
Denmark	2021-01-12	67	2021-07-30
France	2021-01-22	1096	2021-09-27
Argentina	2021-01-24	2854	2021-12-22
Netherlands	2021-01-25	586	2021-08-24
Sweden	2021-01-27	184	2021-09-02
Switzerland	2021-01-27	261	2021-08-16
Turkey	2021-01-28	146	2021-08-10
Taiwan	2021-01-28	6	2021-07-07
Mexico	2021-01-28	2740	2021-11-19
Spain	2021-01-29	1159	2021-10-29
Belgium	2021-01-29	2043	2021-11-29
Paraguay	2021-01-31	307	2021-12-21
Finland	2021-02-01	19	2021-08-12
Ireland	2021-02-02	33	2021-09-04
Luxembourg	2021-02-02	1048	2021-08-12
United Kingdom	2021-02-04	232	2021-11-30
Germany	2021-02-04	860	2021-10-04
Bolivia	2021-02-07	75	2021-09-14
Portugal	2021-02-09	204	2021-09-19
Aruba	2021-02-15	123	2021-08-17
Bangladesh	2021-02-18	1	2021-02-18
Trinidad and Tobago	2021-02-19	1107	2021-11-24
Philippines	2021-02-21	3	2021-06-12
Suriname	2021-02-22	377	2021-09-14
Uruguay	2021-02-23	174	2021-04-15
Norway	2021-02-24	12	2021-08-02
Romania	2021-02-25	17	2021-06-16
Slovenia	2021-02-27	10	2021-07-06
Australia	2021-03-01	8	2021-04-25
Jordan	2021-03-01	11	2021-05-16
Costa Rica	2021-03-03	175	2021-10-31
New Zealand	2021-03-06	7	2021-05-31
Panama	2021-03-11	29	2021-04-30
Dominican Republic	2021-03-11	58	2021-10-15
Iceland	2021-03-20	16	2021-07-07
Angola	2021-03-22	1	2021-03-22
India	2021-03-24	5	2021-08-11
Guyana	2021-03-29	3	2021-09-07
Ecuador	2021-03-31	304	2021-11-17
Latvia	2021-04-01	2	2021-06-14
Singapore	2021-04-04	8	2021-06-11
Thailand	2021-04-05	1	2021-04-05
Poland	2021-04-09	25	2021-08-04
Guatemala	2021-04-11	44	2021-09-02
Israel	2021-04-11	26	2021-09-13
Lithuania	2021-04-13	8	2021-08-06
Austria	2021-04-15	33	2021-09-05
Croatia	2021-04-16	7	2021-07-29
China	2021-04-17	2	2021-04-17
Malta	2021-04-18	33	2021-07-26
Nicaragua	2021-04-20	46	2021-08-23
Czech Republic	2021-04-21	20	2021-06-22
Curacao	2021-04-24	14	2021-06-28
Ghana	2021-05-01	1	2021-05-01
El Salvador	2021-05-01	1	2021-05-01
Belize	2021-05-07	22	2021-08-09
Russia	2021-05-08	1	2021-05-08
Greece	2021-05-14	1	2021-05-14
Haiti	2021-05-15	55	2021-08-07
Pakistan	2021-05-17	1	2021-05-17
Honduras	2021-05-19	4	2021-08-30
Barbados	2021-05-22	5	2021-07-22
Bosnia and Herzegovina	2021-06-28	3	2021-07-05
Bonaire	2021-07-07	1	2021-07-07
Sint Maarten	2021-07-22	1	2021-07-22
Bahamas	2021-07-22	1	2021-07-22
Antigua and Barbuda	2021-07-22	3	2021-07-22
Bahrain	2021-07-24	1	2021-07-24
Montenegro	2021-07-27	3	2021-08-01
Saint Vincent and the Grenadines	2021-08-14	47	2021-12-17


## 21A (Delta)
	first_seq	num_seqs	last_seq
India	2020-10-23	18291	2022-02-10
Slovenia	2020-12-18	68	2021-12-30
Dominican Republic	2021-01-11	42	2021-12-27
South Africa	2021-01-13	407	2022-01-11
Tunisia	2021-01-13	5	2021-11-24
USA	2021-02-09	53785	2022-02-08
Pakistan	2021-02-21	49	2021-12-03
Côte d'Ivoire	2021-03-04	7	2021-08-25
Thailand	2021-03-06	2680	2022-01-25
Ethiopia	2021-03-07	18	2021-08-10
Rwanda	2021-03-07	96	2021-10-20
Mongolia	2021-03-08	108	2021-12-05
Turkey	2021-03-09	12727	2022-01-13
Kenya	2021-03-15	967	2021-12-16
Italy	2021-03-16	577	2021-12-20
Brazil	2021-03-17	27	2022-01-03
Germany	2021-03-18	2126	2022-01-17
Australia	2021-03-18	146	2021-12-05
Indonesia	2021-03-19	57	2022-01-27
Canada	2021-03-21	1532	2022-01-28
United Kingdom	2021-03-23	4579	2022-01-20
Hong Kong	2021-03-25	30	2022-01-15
Japan	2021-03-28	267	2021-12-13
Romania	2021-03-28	52	2021-11-11
Denmark	2021-03-29	1185	2021-12-18
Sweden	2021-04-01	425	2021-12-05
Cameroon	2021-04-01	21	2021-09-23
France	2021-04-03	3251	2022-01-23
Singapore	2021-04-03	155	2021-12-02
Oman	2021-04-05	23	2021-09-05
Belgium	2021-04-06	885	2022-01-05
Russia	2021-04-07	80	2022-01-12
Switzerland	2021-04-07	492	2022-01-10
New Zealand	2021-04-07	11	2021-11-06
Ireland	2021-04-07	1523	2021-12-28
Sri Lanka	2021-04-07	29	2022-01-25
Bahrain	2021-04-09	43	2021-11-11
Philippines	2021-04-10	375	2021-08-29
Israel	2021-04-11	200	2022-01-14
Netherlands	2021-04-13	402	2021-12-01
Luxembourg	2021-04-14	225	2021-09-01
Nepal	2021-04-15	109	2021-11-05
Norway	2021-04-15	179	2021-12-13
Aruba	2021-04-16	15	2021-09-25
Austria	2021-04-17	104	2022-01-05
Finland	2021-04-17	94	2021-09-30
Qatar	2021-04-17	129	2021-12-14
Portugal	2021-04-18	116	2021-11-09
Iran	2021-04-18	15	2021-12-19
Angola	2021-04-18	37	2021-09-28
Ghana	2021-04-20	64	2021-10-23
Vietnam	2021-04-20	24	2022-01-22
Uganda	2021-04-20	8	2021-06-24
Mexico	2021-04-21	210	2022-01-21
China	2021-04-21	42	2021-07-27
South Korea	2021-04-22	239	2022-01-18
Morocco	2021-04-22	12	2021-12-15
Timor-Leste	2021-04-22	1	2021-04-22
Czech Republic	2021-04-23	215	2022-01-10
Spain	2021-04-23	1985	2022-01-07
Argentina	2021-04-24	12	2021-09-06
Greece	2021-04-24	38	2021-11-13
Jordan	2021-04-26	4	2021-08-26
Poland	2021-04-26	107	2022-01-20
Togo	2021-04-26	33	2021-07-29
Afghanistan	2021-04-26	17	2021-05-10
Guinea	2021-04-26	14	2021-08-19
Bangladesh	2021-04-27	661	2021-12-27
Maldives	2021-04-27	8	2021-09-25
Botswana	2021-04-28	10	2021-09-18
Malawi	2021-04-28	130	2021-09-10
Malaysia	2021-04-28	74	2021-12-27
Panama	2021-04-29	1	2021-04-29
Sint Maarten	2021-04-30	14	2021-08-18
Kosovo	2021-04-30	3	2021-07-13
Nigeria	2021-05-02	27	2021-11-25
Sierra Leone	2021-05-07	19	2021-07-21
Iceland	2021-05-07	81	2021-08-27
Saudi Arabia	2021-05-12	4	2021-09-20
Democratic Republic of the Congo	2021-05-15	38	2021-11-08
Mozambique	2021-05-20	23	2021-08-07
Liberia	2021-05-20	2	2021-05-20
South Sudan	2021-05-21	3	2021-07-14
Seychelles	2021-05-24	4	2021-11-26
Cambodia	2021-05-25	764	2022-01-17
Eswatini	2021-05-25	11	2021-10-09
Benin	2021-05-27	7	2021-08-09
Myanmar	2021-06-01	17	2021-08-25
Slovakia	2021-06-02	46	2021-11-20
Senegal	2021-06-05	81	2021-11-18
Zambia	2021-06-05	1	2021-06-05
Namibia	2021-06-08	1	2021-06-08
Bulgaria	2021-06-11	9	2021-08-11
United Arab Emirates	2021-06-12	17	2021-06-23
Albania	2021-06-16	1	2021-06-16
Lithuania	2021-06-21	26	2021-12-10
Ukraine	2021-06-23	6	2021-12-12
Uzbekistan	2021-06-25	19	2021-07-23
Croatia	2021-06-25	23	2021-10-25
Republic of the Congo	2021-06-26	10	2021-11-08
Bosnia and Herzegovina	2021-06-28	7	2021-11-05
Curacao	2021-06-29	3	2021-07-14
Lebanon	2021-06-29	5	2021-07-07
Armenia	2021-06-29	1	2021-06-29
Chile	2021-06-30	27	2022-01-20
Niger	2021-07-01	1	2021-07-01
Cabo Verde	2021-07-04	2	2021-09-02
Guadeloupe	2021-07-06	20	2021-09-07
Iraq	2021-07-06	1	2021-07-06
Malta	2021-07-06	12	2021-12-19
Latvia	2021-07-06	25	2021-12-28
Kyrgyzstan	2021-07-07	1	2021-07-07
Venezuela	2021-07-07	2	2021-09-06
Taiwan	2021-07-07	2	2021-08-03
Bonaire	2021-07-08	2	2021-07-13
Kuwait	2021-07-08	14	2021-10-16
Gambia	2021-07-09	7	2021-08-09
Zimbabwe	2021-07-11	3	2021-07-26
Colombia	2021-07-11	160	2021-12-28
Guatemala	2021-07-11	2	2021-09-29
Ecuador	2021-07-13	16	2021-12-06
Papua New Guinea	2021-07-13	4	2021-10-04
Estonia	2021-07-14	9	2021-08-25
Jamaica	2021-07-16	19	2021-10-28
North Macedonia	2021-07-17	2	2021-07-22
Belize	2021-07-21	2	2021-08-04
Barbados	2021-07-22	6	2021-12-03
Chad	2021-07-23	1	2021-07-23
Antigua and Barbuda	2021-07-26	3	2021-12-03
Paraguay	2021-07-27	3	2021-09-25
Burundi	2021-07-28	5	2021-07-28
El Salvador	2021-08-02	2	2021-11-04
Peru	2021-08-04	22	2021-12-14
Dominica	2021-08-06	10	2021-11-25
Mauritius	2021-08-13	6	2021-11-24
Trinidad and Tobago	2021-08-14	8	2022-01-28
Kazakhstan	2021-08-17	5	2021-12-10
Moldova	2021-08-21	1	2021-08-21
Djibouti	2021-08-25	1	2021-08-25
Belarus	2021-08-26	1	2021-08-26
Gabon	2021-08-30	1	2021-08-30
Egypt	2021-09-04	9	2022-01-08
Guyana	2021-09-06	16	2021-09-08
Honduras	2021-09-14	1	2021-09-14
Georgia	2021-10-04	9	2021-12-11
Bermuda	2021-10-16	3	2021-11-25
Costa Rica	2021-11-02	1	2021-11-02
Saint Lucia	2021-11-17	4	2021-12-03
Brunei	2021-12-29	3	2022-01-03


## 21I (Delta)
	first_seq	num_seqs	last_seq
India	2020-11-26	8863	2022-01-25
Colombia	2020-12-07	202	2022-01-11
Netherlands	2021-01-07	9288	2022-01-30
Malaysia	2021-01-10	2282	2022-01-11
Slovenia	2021-01-20	1402	2022-01-07
Côte d'Ivoire	2021-02-10	95	2021-12-06
Indonesia	2021-02-12	1777	2022-02-03
Sri Lanka	2021-02-16	760	2022-01-07
Belize	2021-03-07	78	2021-11-06
Slovakia	2021-03-09	1674	2022-02-02
Turkey	2021-03-09	636	2022-02-08
Liberia	2021-03-09	54	2021-07-10
New Zealand	2021-03-15	40	2021-12-29
Italy	2021-03-16	4456	2022-01-30
USA	2021-03-16	113832	2022-02-08
Malawi	2021-03-17	165	2021-09-24
Germany	2021-03-24	10928	2022-02-02
United Kingdom	2021-03-27	21200	2022-02-08
Singapore	2021-04-01	284	2022-01-08
Canada	2021-04-02	26626	2022-02-01
Luxembourg	2021-04-02	354	2021-12-27
Australia	2021-04-04	171	2022-01-26
Denmark	2021-04-05	6341	2022-01-13
Bahrain	2021-04-05	676	2021-11-13
Japan	2021-04-06	993	2022-01-15
Belgium	2021-04-07	4918	2022-01-28
Kenya	2021-04-08	103	2021-12-06
Gambia	2021-04-08	153	2021-11-10
Sweden	2021-04-09	7369	2022-01-11
Israel	2021-04-10	823	2021-12-31
Ireland	2021-04-14	1142	2022-01-19
Democratic Republic of the Congo	2021-04-15	19	2021-11-09
Ghana	2021-04-18	71	2021-11-28
Nepal	2021-04-19	222	2021-12-15
Oman	2021-04-20	11	2021-07-06
Hong Kong	2021-04-20	94	2021-12-11
France	2021-04-20	5564	2022-02-02
Vietnam	2021-04-21	2192	2022-02-08
Finland	2021-04-22	313	2021-12-19
Qatar	2021-04-22	101	2021-12-08
Poland	2021-04-22	831	2022-01-20
Spain	2021-04-24	2267	2022-01-25
South Sudan	2021-04-27	1	2021-04-27
Switzerland	2021-04-27	2931	2022-01-20
Bangladesh	2021-04-29	59	2021-12-14
Taiwan	2021-05-03	4	2021-08-26
Angola	2021-05-03	9	2021-09-11
South Africa	2021-05-04	1623	2021-12-03
Barbados	2021-05-04	4	2021-07-14
Mexico	2021-05-05	5842	2022-01-23
Portugal	2021-05-06	440	2022-01-09
Mauritius	2021-05-08	5	2021-11-25
Philippines	2021-05-08	2104	2021-12-27
Czech Republic	2021-05-09	1801	2022-01-04
Georgia	2021-05-11	5	2021-12-09
Rwanda	2021-05-13	127	2021-10-29
China	2021-05-14	132	2021-10-05
South Korea	2021-05-14	11324	2022-01-25
Russia	2021-05-16	30	2022-01-13
Seychelles	2021-05-18	32	2021-11-03
Malta	2021-05-19	30	2021-12-29
Jordan	2021-05-20	10	2021-10-25
Afghanistan	2021-05-21	2	2021-05-24
Brazil	2021-05-22	442	2022-01-14
Kuwait	2021-05-24	133	2021-11-25
Austria	2021-05-24	342	2022-01-07
Pakistan	2021-05-24	83	2021-10-31
Lithuania	2021-05-26	100	2022-01-04
Myanmar	2021-05-28	11	2021-12-27
Norway	2021-05-30	3180	2022-01-08
Senegal	2021-06-01	82	2021-12-13
Cameroon	2021-06-01	12	2021-09-25
Argentina	2021-06-04	312	2022-01-07
Iceland	2021-06-04	1901	2021-08-30
Uganda	2021-06-06	4	2021-12-14
Latvia	2021-06-06	176	2022-01-10
Romania	2021-06-08	328	2022-01-14
Eswatini	2021-06-10	23	2021-10-10
Chile	2021-06-13	122	2022-01-04
Togo	2021-06-14	2	2021-06-28
United Arab Emirates	2021-06-14	4	2021-06-20
Albania	2021-06-16	2	2021-07-09
Benin	2021-06-20	17	2021-08-16
Croatia	2021-06-21	631	2022-02-02
Cabo Verde	2021-06-22	4	2021-08-28
Peru	2021-06-25	219	2021-12-24
Lebanon	2021-06-25	8	2021-07-09
Costa Rica	2021-06-27	56	2022-01-05
Maldives	2021-06-28	8	2021-12-18
Zimbabwe	2021-06-28	22	2021-08-18
Papua New Guinea	2021-06-30	640	2021-11-18
Nigeria	2021-06-30	28	2021-12-03
Nicaragua	2021-06-30	10	2021-08-25
Niger	2021-07-01	7	2021-07-01
Curacao	2021-07-01	304	2022-01-12
Bulgaria	2021-07-02	1450	2022-01-14
Greece	2021-07-02	828	2021-12-18
Saudi Arabia	2021-07-05	4	2021-09-09
Zambia	2021-07-05	1	2021-07-05
Ukraine	2021-07-05	31	2021-10-25
Sint Maarten	2021-07-05	653	2021-12-16
Sierra Leone	2021-07-06	3	2021-09-08
Guinea	2021-07-07	15	2021-08-19
Andorra	2021-07-08	4	2021-09-11
Mozambique	2021-07-09	4	2021-09-13
Timor-Leste	2021-07-10	1	2021-07-10
North Macedonia	2021-07-11	6	2021-11-08
Aruba	2021-07-12	274	2021-12-11
Morocco	2021-07-12	13	2022-01-12
Kosovo	2021-07-12	53	2021-11-12
Bonaire	2021-07-12	198	2022-01-06
Suriname	2021-07-12	17	2021-11-03
Jamaica	2021-07-12	46	2021-12-14
Kyrgyzstan	2021-07-13	1	2021-07-13
Montenegro	2021-07-13	6	2021-10-06
Azerbaijan	2021-07-14	1	2021-07-14
Mongolia	2021-07-15	3	2021-08-24
Bahamas	2021-07-17	14	2021-08-08
Antigua and Barbuda	2021-07-18	3	2021-08-19
Ecuador	2021-07-18	11	2021-10-02
