	first_seq	num_seqs	last_seq
Hong Kong	2020-12-07	11386	2023-02-18
Republic of the Congo	2020-12-08	213	2022-10-04
Singapore	2020-12-08	19553	2023-02-22
Cyprus	2020-12-09	1131	2022-04-05
Norway	2020-12-09	47314	2023-02-10
Albania	2020-12-10	544	2022-04-07
Philippines	2020-12-10	17667	2023-02-07
Greece	2020-12-11	20054	2022-12-23
Bulgaria	2020-12-13	9494	2022-10-21
Serbia	2020-12-13	1611	2022-11-29
Mauritius	2020-12-13	3984	2023-01-26
South Korea	2020-12-14	65308	2023-02-06
Italy	2020-12-14	75062	2023-02-26
Burkina Faso	2020-12-16	13	2021-04-19
New Zealand	2020-12-16	26106	2023-02-07
Israel	2020-12-16	99704	2023-02-14
Saint Lucia	2020-12-17	187	2023-01-28
Finland	2020-12-18	27556	2023-02-22
Turkey	2020-12-20	20925	2022-12-26
Jordan	2020-12-20	326	2023-02-04
Jamaica	2020-12-21	2026	2023-01-11
Oman	2020-12-22	280	2023-02-13
Chile	2020-12-22	23890	2023-02-23
Poland	2020-12-22	53265	2023-02-28
Bermuda	2020-12-23	165	2022-12-28
Togo	2020-12-24	317	2022-11-07
Estonia	2020-12-25	9231	2022-10-12
Bosnia and Herzegovina	2020-12-25	252	2023-01-20
Qatar	2020-12-27	1872	2022-10-23
Iraq	2020-12-27	350	2022-11-27
Dominican Republic	2020-12-27	1403	2023-02-20
Fiji	2020-12-28	4	2021-04-19
Rwanda	2020-12-28	138	2022-01-29
Gabon	2020-12-28	346	2022-06-29
Malaysia	2020-12-28	24698	2023-02-18
Lebanon	2020-12-29	1174	2022-11-28
Barbados	2020-12-30	150	2023-01-11
Palestine	2020-12-31	6	2022-02-05
Bangladesh	2020-12-31	2214	2023-01-10
China	2020-12-31	16050	2023-02-26
Saint Kitts and Nevis	2021-01-01	27	2022-12-29
Venezuela	2021-01-01	477	2023-01-09
Sri Lanka	2021-01-02	1245	2023-01-08
Vietnam	2021-01-02	4607	2023-01-12
Guinea-Bissau	2021-01-04	30	2022-01-01
Ecuador	2021-01-04	5735	2023-02-08
Czech Republic	2021-01-04	34950	2023-02-22
Union of the Comoros	2021-01-05	5	2022-07-05
Kosovo	2021-01-05	636	2022-09-06
Cameroon	2021-01-05	581	2022-09-29
Tunisia	2021-01-05	762	2022-11-24
Grenada	2021-01-06	4	2021-06-24
Gambia	2021-01-06	269	2022-09-08
Hungary	2021-01-06	360	2023-01-03
Morocco	2021-01-08	1090	2023-01-02
Thailand	2021-01-08	21339	2023-02-07
Niger	2021-01-09	72	2022-04-25
North Macedonia	2021-01-09	498	2023-01-16
Equatorial Guinea	2021-01-12	37	2022-01-15
Latvia	2021-01-12	16285	2022-12-20
Panama	2021-01-12	3014	2023-02-06
Montenegro	2021-01-17	402	2023-01-30
Cabo Verde	2021-01-18	426	2022-12-02
Georgia	2021-01-18	1923	2023-02-23
Libya	2021-01-19	96	2022-07-12
Central African Republic	2021-01-20	59	2022-01-03
Aruba	2021-01-20	1746	2023-01-22
Croatia	2021-01-20	26071	2023-02-02
Bahrain	2021-01-21	5670	2022-08-23
Kuwait	2021-01-21	414	2022-12-13
Liechtenstein	2021-01-21	887	2022-12-30
Guadeloupe	2021-01-22	543	2023-02-07
Tanzania	2021-01-23	12	2021-12-18
South Sudan	2021-01-23	76	2021-12-19
Curacao	2021-01-23	1480	2023-02-14
Honduras	2021-01-26	107	2022-06-22
Guinea	2021-01-26	316	2022-10-12
Antigua and Barbuda	2021-01-26	90	2023-02-02
Moldova	2021-01-27	591	2023-02-06
Dominica	2021-01-29	12	2022-05-10
Belize	2021-01-29	636	2022-12-02
Benin	2021-01-30	878	2022-01-22
Paraguay	2021-01-31	1636	2022-09-08
Azerbaijan	2021-02-01	11	2022-02-21
Lithuania	2021-02-02	19823	2023-02-17
Bolivia	2021-02-03	130	2022-12-07
Monaco	2021-02-04	19	2022-05-22
Seychelles	2021-02-05	506	2022-09-30
Sudan	2021-02-06	166	2022-01-19
Bonaire	2021-02-06	1186	2023-01-17
Costa Rica	2021-02-10	7522	2023-02-07
Djibouti	2021-02-12	693	2022-08-11
Sint Maarten	2021-02-12	1284	2023-01-10
Uganda	2021-02-13	470	2023-02-01
Ethiopia	2021-02-17	105	2022-02-04
Algeria	2021-02-17	456	2022-12-08
Suriname	2021-02-18	590	2022-05-09
Ukraine	2021-02-18	1333	2023-02-10
Guatemala	2021-02-19	2791	2023-02-07
Cambodia	2021-02-19	2390	2023-02-22
Belarus	2021-02-23	35	2022-02-15
Uruguay	2021-02-23	325	2023-01-15
Somalia	2021-02-28	10	2021-03-05
Kyrgyzstan	2021-02-28	54	2022-01-04
Mauritania	2021-02-28	30	2022-05-12
Kazakhstan	2021-03-02	949	2022-11-30
Mongolia	2021-03-08	969	2022-12-01
Namibia	2021-03-17	579	2023-01-29
Sao Tome and Principe	2021-03-18	6	2021-12-29
Armenia	2021-03-18	23	2022-06-30
Bahamas	2021-03-18	151	2023-01-09
Mali	2021-03-20	67	2022-09-10
Afghanistan	2021-03-21	54	2022-04-05
Trinidad and Tobago	2021-03-23	2401	2023-02-01
Malta	2021-03-25	274	2022-02-08
Guyana	2021-03-31	52	2022-11-22
Bhutan	2021-03-31	60	2023-01-19
Liberia	2021-04-04	13	2021-12-28
Saudi Arabia	2021-04-04	524	2022-09-17
Nepal	2021-04-14	390	2022-07-12
Egypt	2021-04-16	439	2022-12-01
Nicaragua	2021-04-20	268	2022-12-12
El Salvador	2021-04-29	308	2022-07-26
Haiti	2021-05-12	389	2022-08-12
Burundi	2021-05-27	18	2021-12-27
Andorra	2021-06-07	215	2022-12-27
Sierra Leone	2021-06-08	2	2021-11-24
Uzbekistan	2021-06-25	42	2022-08-15
Saint Vincent and the Grenadines	2021-08-28	75	2023-01-08
Macao	2021-11-18	1	2021-11-18
Laos	2021-11-24	542	2022-12-22
Myanmar	2021-11-30	39	2022-07-29
French Polynesia	2021-12-12	13	2021-12-24
Saint Martin	2021-12-14	294	2022-10-24
Brunei	2021-12-19	4706	2023-02-08
Papua New Guinea	2021-12-26	635	2022-12-05
Solomon Islands	2021-12-27	235	2022-11-29
Palau	2021-12-27	66	2022-12-14
Chad	2021-12-30	5	2022-01-04
Syria	2022-01-06	61	2022-08-25
Kiribati	2022-01-19	117	2022-08-11
Timor-Leste	2022-01-31	1	2022-01-31
Vanuatu	2022-02-16	100	2022-09-03
Puerto Rico	2022-04-06	33	2022-09-09
Marshall Islands	2022-04-11	26	2022-10-27
Micronesia	2022-05-30	56	2023-01-17
